productId,sku,name,categoryId,categoryName,isActive,quantity,reorderLevel,stockStatus
5551,p2_07_2d22d8216bf9,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
5820,p2_07_3d05d80bc072,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
6074,p2_07_6ff0a8bf7555,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
6314,p2_07_56c10c5767af,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
6561,p2_07_a8f31b73294c,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
6804,p2_07_dbed92e1fe07,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
7112,p2_07_b41c1b9ea940,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
7383,p2_07_5df74bb3568f,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
7639,p2_07_76b8e2ad6f72,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
7895,p2_07_a4a556eb8900,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
8151,p2_07_a5f17070187b,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
8407,p2_07_7c8d4936d3a2,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
8663,p2_07_c725918411c3,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
8919,p2_07_9977ca07434d,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
9175,p2_07_70ee652ac1b4,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
9448,p2_07_0e84db8afbfb,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
9704,p2_07_c1ddaa55d22b,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
9960,p2_07_420866609c9a,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
10226,p2_07_eb9b8279fef0,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
10499,p2_07_48665f9f62a8,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
10766,p2_07_f3aeda93c57e,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
11044,p2_07_7f8068022edf,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
11311,p2_07_d4382350cea4,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
11578,p2_07_e7a98afffc76,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
11848,p2_07_c2df4d23df2d,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
12118,p2_07_0345071a8b55,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
12398,p2_07_12cbaad815ee,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
12678,p2_07_02d66ddf9520,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
12958,p2_07_12edbb8131bc,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
13238,p2_07_f84f462cff00,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
13519,p2_07_b70a50bfdb29,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
13799,p2_07_0c62ae36881e,P2-07 Audited Update Renamed,,,True,0.000,0.000,OutOfStock
17,p2_07_0bf9ac134493,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
27,p2_07_6923c4c3d22b,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
37,p2_07_d5afcbc2fd2a,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
52,p2_07_89c793c34fff,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
62,p2_07_64b10b99d46a,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
73,p2_07_a499ac8d6b4e,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
83,p2_07_c0d0ef87644e,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
101,p2_07_6b5c57bd4552,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
114,p2_07_636ed96e33af,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
125,p2_07_3d09231b577c,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
136,p2_07_bb573812871f,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
147,p2_07_599898cb439a,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
158,p2_07_82d656550a62,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
169,p2_07_d93f39ae7957,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
222,p2_07_5bca8c11c611,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
261,p2_07_8b93e8aa9d84,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
288,p2_07_309f0f3b2029,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
313,p2_07_cefaf47d0a53,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
338,p2_07_35529ef87b7b,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
377,p2_07_f5d635e00611,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
402,p2_07_ebff578b4142,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
427,p2_07_34a98b53a90e,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
453,p2_07_4dbccc4e45b1,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
479,p2_07_c1996ba75905,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
505,p2_07_df40d3bd3262,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
530,p2_07_06322fa7f499,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
555,p2_07_803e1036447c,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
580,p2_07_a10caf9b9ad8,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
605,p2_07_47698edb0445,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
630,p2_07_7353682b5a99,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
655,p2_07_874810d18684,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
680,p2_07_1cafda2edf08,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
705,p2_07_638e74235f0f,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
730,p2_07_39c0609e58b3,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
755,p2_07_00d54234625b,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
780,p2_07_e61ebc39f84d,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
806,p2_07_08817ddc3cc7,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
831,p2_07_3d2fefa6fe5c,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
856,p2_07_6b1c5a1c49ec,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
863,p2_07_7177e3cdd391,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
906,p2_07_685b06b9e83e,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
967,p2_07_8f2e54622018,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1046,p2_07_7f4c2026b3ef,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1107,p2_07_58efc42dbb2f,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1168,p2_07_fc68fcd255d0,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1283,p2_07_37022eed859b,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1418,p2_07_10df8864b2e2,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1523,p2_07_70e32add53b3,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1628,p2_07_38706fde9122,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1758,p2_07_77ab695f5e41,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
1888,p2_07_0711abb285d2,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2018,p2_07_9a61d76f451e,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2200,p2_07_ec79a517160b,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2341,p2_07_1ddf20010cd7,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2482,p2_07_d15fe6250145,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2623,p2_07_189629ab42eb,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2764,p2_07_861cd2d6a488,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
2905,p2_07_0936f2816845,P2-07 Duplicate Barcode Original,,,True,0.000,0.000,OutOfStock
